,revmodid,revmodcode,organization,english_translation,popular_alternative_name_or_acronym_most_recent,born,died,dead,age,duration,outcome_goal,adversary,achieve,partialsuccess,completesuccess,orderedsuccess,polcommand,nopolorgplus01,polorgplus,leader_s,leadershipdecapitation,killed,arrested,executed,separate,overthrow_takeover,empire,counterrev,reform,eliminate_expel,nsd,islamist,leftist,right,anarchist,identity_group_representation,excludedconstituentsatinception,size_year_one,size_peak,hegemonic,unifiedfront,area_of_operation,adversary.1,violent,nv,mixedapproach,as,ks,lethal,demonl,demonc,turnedviolent,ties,tiefights,sponsors,sponsorfights,west,latinamerica,mideastnafrica,africa,centraleurasia,southasia,seasia,eastasia,state,polity_year_one,polity_peak,dem_year_one,dem,autocracy,gdp_year_one,gdp,transition_to_democratic_party_politics,transitioned_from_organized_crime_to_resistance,transitioned_to_organized_crime,drugtrade,terrorism,foughtincivilwar,enteredpostcoldwar,lost_state_sponsorship,safe_haven,participates_in_negotiations,sas,sa,splinter_organization,ethnic,religious_sectarian,national,ideological,apocalyptic,fights_foreign_force
101,103,103CY,Türkiye Halk Kurtuluş Partisi-Cephesi (THKP-C)/Acilciler/Popular Front for the Liberation of the Sanjak of Iskandarun/Hatay Liberation Army/al-Muqawamat al-Suriyeh,Turkish People's Liberation Front (TPLF)/The Urgent Ones/The Syrian Resistance,THKP-C,1970,0,0,44.0,15,ESTABLISH LEFTIST GOVERNMENT IN TURKEY AND HATAY; DEFEAT REBELS IN SYRIA,"TURKEY, U.S., SYRIAN REBELS",4,0,0,0,4,1,0,"MAHIR CAYAN, MIHRAÇ URAL (AKA ALI KAYALI)",1.0,1.0,0.0,0.0,0,1,0,0,0,0,0,0,1,0,0,Leftist Turks,1.0,100.0,100.0,0,0,TURKEY,Turkey; U.S.; Syrian rebels,1,0,0,39,529,13.5641,0.0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,1,18.0,19,1,1.0,0.0,,2751.0,0.0,0,1,0.0,1,1,1,0.0,0,0,0,0,1,0,0,0,1,0,1
102,104,104CZ,National Liberation Front of Tripura (NLFT),National Liberation Front of Tripura (NLFT),NLFT,1989,0,0,25.0,25,ESTABLISH INDEPENDENT CHRISTIAN-TRIPURI STATE,INDIA,6,0,0,0,4,1,0,"DHANANJOY REANG, NAYANBASI JAMATIYA, BISWAMOHAN DEBBARMA, MANTU KOLOI",0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,0,0,0,0,Christian Tripurans,1.0,500.0,1500.0,1,1,SOUTH ASIA,India,1,0,0,90,274,3.044445,0.0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,1,18.0,19,1,1.0,0.0,,1489.0,0.0,0,0,0.0,1,0,1,0.0,0,1,0,0,1,0,1,0,0,0,0
103,105,105DA,Islami Bükük Dogu Akincilar Cephesi (IBDA-C),Great Eastern Islamic Raiders Front ,IBDA-C,1970,0,0,44.0,44,REESTABLISH THE ISLAMIC CALIPHATE,TURKEY,2,0,0,0,0,1,0,SALIH MIRZABEYOGLU ,1.0,0.0,1.0,0.0,0,0,1,0,0,0,0,1,1,0,0,Mujahedin,1.0,10.0,10.0,0,0,TURKEY,Turkey,1,0,0,34,37,1.088235,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,18.0,19,1,1.0,0.0,,10298.0,0.0,0,0,0.0,1,0,1,0.0,0,0,0,0,0,0,1,0,0,0,0
104,106,106DB,Ardchilsan Khuvĭsgal [bloc: Mongolian Democratic Union (MDU) precursor; Democratic Journalists' Union],Ardchilsan Khuvĭsgal [bloc: Mongolian Democratic Union (MDU) precursor; Democratic Journalists' Union],,1989,1990,1,1.1,1,ESTABLISH DEMOCRATIC STATE IN MONGOLIA,MONGOLIA,12,1,0,1,12,0,1,SANJAASURENGIIN ZORIG,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,Pro-Democracy Mongolians,1.0,7000.0,110000.0,1,1,MONGOLIA,Mongolia,0,1,0,0,0,0.0,6.0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3.0,3,0,0.0,1.0,,1671.0,1.0,0,0,0.0,0,0,0,,0,0,0,0,0,0,0,0,1,0,0
105,107,107DC,Hizb-e Islami (HeI)/Hizb-e Islami Gulbuddin,Islamic Party Gulbuddin,HeI,1977,0,0,37.0,37,REPLACE AFGHAN REGIME WITH ISLAMIST STATE,"U.S., ISAF, AFGHANISTAN, JAMAAT-E DA'AWA, INTERNATIONAL RED CROSS",8,0,0,0,8,1,0,GULBUDDIN HEKMATYAR,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,Islamist Afghans,1.0,1000.0,6000.0,0,0,AFGHANISTAN,U.S.; ISAF; Afghanistan; Jamaat-e Da'awa; International Red Cross,0,0,1,33,95,2.878788,0.0,0,0,5,1,2,0,0,0,0,0,1,0,0,0,1,3.0,20,0,1.0,0.0,,47153.0,0.0,0,0,0.0,1,1,1,0.0,0,1,6,1,0,0,1,0,0,0,1
106,108,108DD,Dakshin Desh/Maoist Communist Center (MCC)/Maoist Communist Center of India (MCCI),Dakshin Desh/Maoist Communist Center (MCC)/Maoist Communist Center of India (MCCI),MCC,1969,2004,1,35.0,35,ESTABLISH MAOIST STATE IN INDIA,INDIA,0,0,0,0,6,1,0,"AMULAYA SEN, KANAI CHATTERJEE, SHIVEJI, SUSHIL ROY (AKA SOM), SANJAY DUSADH, PRAMOD MISHRA, PRASHANT BOSE (AKA KISHAN) ",0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,1,0,0,Maoist Indians,1.0,50.0,100000.0,1,0,INDIA,India,1,0,0,32,226,7.0625,0.0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,19.0,19,1,1.0,0.0,,643.0,0.0,0,0,0.0,1,0,1,0.0,0,1,0,0,0,0,0,0,1,0,0
107,109,109DE,Petubohan Persatuan Pembebasan Pattani/Patani Liberation Army,Pattani United Liberation Organization (PULO),PULO,1968,0,0,45.0,45,ESTABLISH INDEPENDENT PATTANI STATE,THAILAND,2,0,0,0,8,1,0,"TENGKU BIRA KOTANTILA (AKA KABIR ABDUL RAHMAN) POLITICAL LEADER, HAJI SAMA-AEH THANAM (AKA ISMAEL GADHAFI) MILITARY LEADER",0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,1,0,0,0,Pattanis,1.0,100.0,4000.0,1,0,THAILAND,Thailand,1,0,0,32,76,2.375,1.0,1,1,6,0,1,0,0,0,0,0,0,0,1,0,1,3.0,19,0,1.0,0.0,,4608.0,0.0,0,0,0.0,1,1,1,,0,1,0,0,0,1,0,0,0,0,0
108,110,110DF,Eritrean Liberation Front/Eritrean Liberation Army/Humat al-Watan,Eritrean Liberation Front/Eritrean Liberation Army/Humat al-Watan,,1957,0,0,57.0,35,ESTABLISH INDEPENDENT ERITREAN STATE,"ETHIOPIA, EPLF",6,0,0,0,4,1,0,"SAID HUSSEIN, IDRIS MOHAMMED ADEM, AHMED MOHAMMED NASSER, SAID HUSSEIN, HIRUY TADLA BAYRU",0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,1,1,0,0,Eritreans,1.0,25.0,10000.0,1,1,"ERITREA, ETHIOPIA",Ethiopia; EPLF,1,0,0,185,1561,8.437838,0.0,0,0,5,1,7,0,0,0,0,1,0,0,0,0,1,1.0,4,0,0.0,1.0,,140.0,0.0,0,0,0.0,1,1,1,1.0,1,0,0,0,0,1,0,0,0,0,0
109,111,111DG,Armée Révolutionnaire Bretonne (ARB)/Emgann,Breton Revolutionary Army/Fight,ARB,1971,2005,1,34.0,34,ESTABLISH INDEPENDENT BRETON STATE,FRANCE,0,0,0,0,0,1,0,"CHRISTIAN GEORGEAULT, JEAN CHARPENTIER, GAEL ROBLIN",0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,0,1,0,0,Bretons,0.0,24.0,24.0,1,0,FRANCE,France,1,0,0,30,0,0.0,0.0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,18.0,19,1,1.0,0.0,,44117.0,0.0,0,0,0.0,1,0,1,0.0,0,0,0,0,1,1,0,0,0,0,0
110,112,112DH,9 February Organization,9 February Organization,,1987,1989,1,2.0,2,EXPEL SYRIAN FORCES FROM LEBANON,"SYRIA, UNESCO",0,0,0,0,0,1,0,LEADERLESS,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,Anti-Syrian Lebanese,1.0,10.0,10.0,0,0,LEBANON,Syria; UNESCO,1,0,0,30,11,0.3666667,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1.0,1,0,0.0,1.0,,1008.0,0.0,0,0,0.0,0,1,0,0.0,0,0,0,0,0,0,0,0,1,0,1
111,113,113DI,Ansar al-Islam/Ansar ash-Sham,Partisans of Islam,,2001,2014,1,13.0,13,ESTABLISH ISLAMIST STATE IN IRAQ; ESTABLISH ISLAMIST STATE IN IRAQ AND THE LEVANT,"IRAQ, U.S.",0,0,0,0,0,1,0,"ABU ABDUL RAHMAN, MULLAH NAJM AL-DIN FARJ ALLAH KREKAR, ABU ABDULLAH AL-SHAFI, SHEIK ABU HASHIM AL-IBRAHIM",1.0,0.0,1.0,0.0,0,0,1,0,0,0,0,1,0,0,0,Mujahedin,1.0,350.0,750.0,0,0,IRAQ ,Iraq; U.S.,1,0,0,29,51,1.758621,0.0,0,0,4,1,0,0,0,0,1,0,0,0,0,0,1,20.0,20,1,1.0,0.0,,47153.0,0.0,0,1,0.0,1,1,1,0.0,0,0,5,1,0,0,1,0,0,0,1
112,114,114DJ,Türkiye Komünist Partisi-Marksist-Leninist/Türkiye Isci ve Köylü Kurtulus Ordusu (TIKKO)/Maoist Komünist Partisi (MKP)/Halk Kurtulus Ordusu (HKO)/People's Guerrilla Forces (PHG),Turkish Workers' and Peasants' Army,TIKKO,1972,0,0,42.0,42,ESTABLISH COMMUNIST STATE IN TURKEY; ESTABLISH MAOIST STATE IN TURKEY,TURKEY,4,0,0,0,4,1,0,"IBRAHIM KAYPAKKAYA, SÜLEYMAN CIHAN, NUBAR OZANYAN (AKA ORHAN BAKIRCIYAN)",1.0,0.0,0.0,1.0,0,1,0,0,0,0,0,0,1,0,0,Communist/Maoist Turks,1.0,900.0,900.0,1,0,TURKEY,Turkey,1,0,0,29,19,0.6551724,0.0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,8.0,19,0,1.0,0.0,,4567.0,0.0,0,0,0.0,1,0,1,0.0,0,0,1,1,1,0,0,0,1,0,0
113,115,115DK,Ulster Defence Association (UDA)/Ulster Freedom Fighters/Protestant Action Force (PAF)/Ulster Citizen Army (UCA),Ulster Defence Association (UDA)/Ulster Freedom Fighters/Protestant Action Force (PAF)/Ulster Citizen Army (UCA),UDA,1971,0,0,43.0,36,PREVENT REPUBLICAN SUCCESSION,IRA,18,1,1,2,16,0,1,"CHARLES HARDING SMITH, JAMES ANDERSON, ANDY TYRIE, JOHN MCMICHAEL  ",1.0,0.0,1.0,0.0,0,0,0,1,0,0,0,0,0,1,0,Irish Protestants,0.0,15000.0,40000.0,1,0,UK,IRA,0,0,1,284,247,0.8697183,0.0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,,0.0,0.0,1,0,0.0,1,1,1,0.0,0,1,0,0,0,0,1,0,0,0,0
114,116,116DL,Jaish al-Tahrir al-Zghartawi/Liwa al-Marada/Tayyar al-Marada,Zgharta Liberation Army (ZLA)/The Giants Brigade,Marada,1967,0,0,40.0,17,ESTABLISH DOMINANCE OVER CHRISTIAN COMMUNITY IN LEBANON,"KATAEB, LEBANESE FORCES",6,0,0,0,4,1,0,"TONY FRANGIEH, SULEIMAN FRANGIEH",1.0,1.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,Christian Lebanese,0.0,50.0,8000.0,0,0,LEBANON,Kataeb; Lebanese Forces,0,0,1,100,50,0.5,0.0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,,0.0,1.0,0,0,0.0,1,1,1,0.0,0,0,0,0,0,0,1,0,0,0,0
115,117,117DM,Harakat-ul Jihad al-Islami (HJI),Islamic Jihad Movement,HJI,1984,0,0,30.0,30,ESTABLISH ISLAMIST STATE ACROSS SOUTH ASIA,"U.S.S.R., BANGLADESH INDIA, AFGHANISTAN, THE WEST",1,0,0,0,0,1,0,"QARI SAIFULLAH AKHTAR, GULZAR AHMED TANTREY, ILYAS KASHMIRI ",1.0,1.0,0.0,0.0,0,0,1,0,0,0,1,1,0,0,0,Islamist Pakistanis,1.0,100.0,600.0,0,0,"PAKISTAN, KASHMIR, AFGHANISTAN, BANGLADESH",U.S.S.R.; Bangladesh India; Afghanistan; the West,1,0,0,29,371,12.7931,0.0,0,0,13,1,1,0,0,0,0,0,0,1,0,0,1,3.0,19,0,1.0,0.0,,1540.0,0.0,0,0,0.0,1,0,1,0.0,1,0,4,1,0,0,1,0,0,0,1
116,118,118DN,Epanastatikos Agonas (EA)/Laiki Drasi,Revolutionary Struggle/Popular Action,EA,1997,0,0,18.0,18,ELIMINATE THE CAPITALIST SYSTEM,GREECE,6,0,0,0,2,1,0,NIKOS MAZIOTIS,1.0,0.0,1.0,0.0,0,0,0,0,0,1,0,0,1,0,1,Leftist Anarchists,1.0,30.0,30.0,0,0,GREECE,Greece,1,0,0,28,1,0.0357143,0.0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,1,20.0,20,1,1.0,0.0,,27241.0,0.0,0,0,1.0,1,0,1,0.0,0,0,0,0,0,0,0,0,1,0,0
117,119,119DO,Red Hand Defenders (RHD),Red Hand Defenders (RHD),RHD,1998,0,0,16.0,16,PREVENT REPUBLICAN SUCCESSION,IRA,2,0,0,0,0,1,0,"BOB MARNO, CLIFFORD PEEPLES",1.0,1.0,0.0,0.0,0,0,0,1,0,0,0,0,0,1,0,Irish Protestants,0.0,100.0,100.0,0,0,UK,IRA,1,0,0,31,12,,0.0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,,0.0,0.0,0,0,0.0,1,1,1,0.0,0,0,0,0,1,0,1,0,0,0,0
118,120,120DP,Purbo Banglar Communist Party (PBCP),Purbo Banglar Communist Party (PBCP),PBCP,1968,0,0,46.0,46,ESTABLISH MAOIST STATE IN BANGLADESH,"JMJB, BANGLADESH",4,0,0,0,4,1,0,"MOFAKKAR CHOWDHURY, SHIMUL BHUIYAN",1.0,1.0,0.0,0.0,0,1,0,0,0,0,0,0,1,0,0,Maoist Bangladeshis,1.0,100.0,500.0,0,0,"EAST PAKISTAN, BANGLADESH",JMJB; Bangladesh,1,0,0,46,71,,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,11.0,18,0,1.0,0.0,,675.0,0.0,0,0,0.0,1,0,1,0.0,0,0,0,0,1,0,0,0,1,0,0
119,121,121DQ,Frente Patriotico Morazanista (FPM),Patriotic Morazanista Front,FPM,1988,1995,1,7.0,7,ELIMINATE U.S. INFLUENCE IN HONDURAS,U.S.,0,0,0,0,12,0,1,LEADERLESS,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,1,0,0,Leftist Hondurans,1.0,10.0,10.0,0,0,HONDURAS,U.S.,1,0,0,27,10,0.3703704,0.0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,1,20.0,20,1,1.0,0.0,,27559.0,0.0,0,0,0.0,1,0,1,1.0,0,0,0,0,0,0,0,0,1,0,1
120,122,122DR,Jama'at Ahl as-Sunnah lid-Da'awa wal-Jihad/al-Wilaya al-Islamiyyah Gharb Afriqiyyah,Group of the People of Sunnah for the Calling and Jihad/Islamic State West Africa Province,Boko Haram,2004,0,0,10.0,10,ESTABLISH ISLAMIST STATE IN NIGERIA,NIGERIA,8,0,0,0,6,1,0,"MUHAMMAD YUSUF, ABUBAKR SHEKAU",1.0,0.0,0.0,1.0,0,1,0,0,0,0,0,1,0,0,0,Islamist Nigerians,1.0,100.0,20000.0,1,1,NIGERIA,Nigeria,1,0,0,177,862,4.870057,0.0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,1,14.0,14,0,0.0,1.0,,1375.0,0.0,0,1,1.0,1,1,1,0.0,0,0,32,1,0,0,1,0,0,1,0
121,123,123DS,Bersatu/Orayong Organization [umbrella],Unity,,1989,2006,1,17.0,17,ESTABLISH INDEPENDENT PATTANI STATE,THAILAND,0,0,0,0,0,1,0,"SAMSUDING KHAN, LUSALAN PALUKA, USTAZ KARIM (AKA ABDUL KARIM HASSAN)",0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,1,0,0,0,Pattanis,1.0,80.0,80.0,0,0,THAILAND,Thailand,1,0,0,26,1,0.0384615,0.0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,1,13.0,19,0,1.0,0.0,,3143.0,0.0,0,0,1.0,1,0,1,0.0,0,1,0,0,0,1,0,0,0,0,0
122,124,124DT,Óglaigh na hÉireann/Sinn Féin Poblachtach/Cumann na mBan,Continuity Irish Republican Army (CIRA)/The Irish Women's Council,CIRA,1986,0,0,28.0,28,PRECIPITATE THE SUCCESSION OF NORTHERN IRELAND FROM THE UK,UK,4,0,0,0,8,1,0,RUAIRI O'BRADAIGH,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,0,1,0,0,Irish Catholics,1.0,200.0,2522.0,0,0,"IRELAND, UK",UK,0,0,1,26,7,0.2692308,0.0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,1,20.0,20,1,1.0,0.0,,46123.0,0.0,0,1,1.0,1,1,1,0.0,0,0,0,0,1,0,1,0,0,0,0
123,125,125DU,Kifaya,Enough,,2000,2005,1,5.0,5,ESTABLISH DEMOCRATIC EGYPT,EGYPT,0,0,0,0,14,0,1," GEORGE ISHAQ, AMIN ISKANDAR, ABDELGELIL MOSTAFA",0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,Pro-Democracy Egyptians,1.0,50.0,5000.0,1,1,EGYPT,Egypt,0,1,0,0,0,0.0,23.0,7,2,2,1,0,0,0,0,1,0,0,0,0,0,1,4.0,4,0,0.0,1.0,,1249.0,0.0,0,0,0.0,0,0,1,,0,0,0,0,0,0,0,0,1,0,0
124,126,126DV,Black Panthers,Black Panthers,,1966,1982,1,16.0,16,PRECIPITATE BLACK-SOCIALIST REVOLUTION IN THE U.S.,U.S.,0,0,0,0,2,1,0,"HUGHEY P. NEWTON, BOBBY SEALE",1.0,0.0,1.0,0.0,1,0,0,0,0,0,1,0,1,0,0,Black Socialist Americans,1.0,100.0,10000.0,1,0,UNITED STATES,U.S.,0,0,1,25,6,0.24,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,20.0,20,1,1.0,0.0,,13933.0,0.0,0,1,1.0,1,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0
125,127,127DW,Cinchoneros/Movimiento Popular de Liberación (MPL)/Unión Revolucionario del Pueblo (URP),Popular Liberation Movement/Revolutionary People's Union,Cinchoneros,1979,1991,1,12.0,12,ESTABLISH LEFTIST GOVERNMENT IN HONDURAS,HONDURAS,0,0,0,0,4,1,0,"ANTONIO REYES MATA, ROGER ELUDIN GONZALEZ, ROGER DAVID TORRES VALLEJOS, TOMAS NATIVE, FIDEL MARTINEZ",1.0,1.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0,Leftist Hondurans,1.0,150.0,190.0,0,0,LATIN AMERICA,Honduras,1,0,0,24,8,0.3333333,0.0,0,0,3,0,2,0,0,1,0,0,0,0,0,0,1,9.0,16,0,1.0,1.0,,926.0,0.0,0,0,0.0,1,0,0,1.0,1,1,0,0,0,0,0,0,1,0,0
126,128,128DX,Devrimci Halk Kurtulus Partisi-Cephesi (DHKP-C),Revolutionary People's Liberation Party-Front,DHKP-C,1994,0,0,20.0,20,ESTABLISH COMMUNIST STATE IN TURKEY,"TURKEY, THE WEST",6,0,0,0,8,1,0,"DURSUN KARATAŞ, FEHRIYE ERDAL",1.0,1.0,0.0,0.0,0,1,0,0,0,0,0,0,1,0,0,Communist Turks,1.0,100.0,1000.0,1,0,TURKEY,Turkey; the West,0,0,1,24,14,0.5833333,0.0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,1,18.0,18,1,1.0,0.0,,10298.0,0.0,0,1,0.0,1,0,1,0.0,0,0,5,1,0,0,0,0,1,0,1
127,129,129DY,La Brigada Che Guevara,Che Guevara Brigade,,1976,1997,1,21.0,21,ESTABLISH COMMUNIST STATE IN ARGENTINA,"ARGENTINA, BOLIVIA, U.S.",0,0,0,0,0,1,0,LEADERLESS,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,1,0,0,Communist Argentines,1.0,10.0,10.0,0,0,"ARGENTINA, ITALY, BOLIVIA",Argentina; Bolivia; U.S.,1,0,0,23,0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3.0,17,0,1.0,0.0,,9349.0,0.0,0,0,0.0,1,0,1,0.0,0,0,0,0,0,0,0,0,1,0,1
128,130,130DZ,Ejército Guerrillero Túpac Katari (EGTK),Tupac Katari Guerrilla Army,EGTK,1991,1993,1,2.0,2,ELIMINATE WESTERN INFLUENCE IN BOLIVIA,BOLIVIA,0,0,0,0,0,1,0,"FELIPE QUISPE, ALVARO GARCIA LINERA, RAQUEL AGUILAR",1.0,0.0,1.0,0.0,0,0,0,0,0,1,0,0,1,0,0,Leftist Bolivians,1.0,100.0,100.0,0,0,BOLIVIA,Bolivia,1,0,0,22,5,0.2272727,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,19.0,19,1,1.0,0.0,,968.0,0.0,0,0,1.0,1,0,1,0.0,0,0,0,0,0,0,0,0,1,0,0
129,131,131EA,Special Purpose Islamic Regiment (SPIR)/al-Jihad-Fi-Sabililah Special Islamic Regiment,Special Purpose Islamic Regiment (SPIR)/al-Jihad-Fi-Sabililah Special Islamic Regiment,Barayev Organization,1994,2008,1,14.0,14,ESTABLISH INDEPENDENT ISLAMIST-CHECHEN STATE,RUSSIA,0,0,0,0,0,1,0,"ARBI BARAYEV (AKA THE TERMINATOR), MOVSAR SULEIMANOV BARAYEV, KHAMZAT TAZABAYEV, AMIR ASLAN, AMIR KAZBEK",1.0,1.0,0.0,0.0,1,0,0,0,0,0,1,1,0,0,0,Islamist Chechens,1.0,1020.0,1020.0,1,0,RUSSIA,Russia,1,0,0,21,141,6.714286,0.0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,13.0,16,0,1.0,1.0,,11700.0,0.0,0,0,0.0,1,1,1,0.0,0,0,18,1,0,0,1,0,0,0,0
130,132,132EB,Cellules Communistes Combattantes (CCC),Communist Combatant Cells,CCC,1984,1986,1,2.0,2,INSTIGATE COMMUNIST REVOLUTION IN EUROPE,BELGIUM,0,0,0,0,0,1,0,PIERRE CARETTE ,1.0,0.0,1.0,0.0,0,0,1,0,0,0,0,0,1,0,0,Communists,1.0,10.0,10.0,0,0,BELGIUM,Belgium,1,0,0,21,3,0.1428571,0.0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,20.0,20,1,1.0,0.0,,12022.0,0.0,0,0,0.0,1,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0
131,133,133EC,Frente para a Libertação do Enclave de Cabinda (FLEC)/Frente para a Libertação do Enclave de Cabinda-Forças Armadas de Cabinda (FLEC-FAC),Front for the Liberation of the Enclave of Cabinda,FLEC,1963,2011,1,48.0,48,ESTABLISH INDEPENDENT CABINDA STATE,"ANGOLA, PORTUGAL",0,0,0,0,0,1,0,"ENRIQUE N'ZITA TIAGO, FRANCISCO XAUTER LUBOTA, LUIZI BALLU",1.0,1.0,0.0,0.0,1,0,0,0,0,0,1,0,0,0,0,Cabindans,1.0,50.0,7000.0,1,0,ANGOLA,Angola; Portugal,1,0,0,21,23,1.095238,0.0,0,0,2,0,2,0,0,0,0,1,0,0,0,0,1,1.0,8,0,0.0,1.0,,4667.0,0.0,0,1,0.0,1,1,1,0.0,0,1,0,0,0,1,0,0,0,0,1
132,134,134ED,Movimiento de Acción Popular Unitario (MAPU)-Movimiento Juvenil Lautaro,Popular Unitary Action Movement-Lautaro Youth Movement,MAPU-Lautaro,1982,1994,1,12.0,12,REPLACE PRO-WESTERN REGIME WITH SOCIALIST STATE,CHILE,0,0,0,0,2,1,0,GUILLERMO OSSANDÓN (AKA DIEGO CARVAJAL),1.0,0.0,1.0,0.0,0,1,0,0,0,0,0,0,1,0,0,Socialist Chileans,1.0,100.0,100.0,0,0,CHILE,Chile,0,0,1,20,1,0.05,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,3.0,18,0,1.0,0.0,,3891.0,0.0,0,0,0.0,1,0,1,0.0,0,0,0,0,0,0,0,0,1,0,0
133,135,135EE,Lashkar-e Islam (LeI),Army of Islam,LeI,2004,0,0,10.0,10,IMPLEMENT SHARI'A IN THE KHYBER AGENCY,"ANSAR UL-ISLAM, TEHRIK-E TALIBAN",6,0,0,0,2,1,0,"MUFTI MUNIR SHAKIR, MANGAL BAGH",0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,1,0,0,0,Islamist Pakistanis,1.0,180000.0,180000.0,0,0,PAKISTAN,Ansar ul-Islam; Tehrik-e Taliban,1,0,0,37,48,1.297297,0.0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0.0,0.0,,0.0,0.0,0,1,0.0,1,0,1,0.0,0,0,4,1,0,0,1,0,0,0,0
134,136,136EF,Frente Popular de Liberación de Saguía el Hamra y Río de Oro (POLISARIO)/Saharan Arab Democratic Republic (SADR),Popular Front for the Liberation of Saguia el-Hamra and Rio de Oro,Polisario Front,1970,0,0,44.0,18,ESTABLISH INDEPENDENT SAHRAWI STATE IN WESTERN SAHARA; PRESERVE DEFACTO STATE,"MOROCCO, MAURITANIA",18,1,1,2,8,1,0,"EL-OUALI MUSTAPHA SAYED, MAHFOUD ALI BEIBA HAMMAD DUEIHI, MOHAMMED ABDELAZIZ",1.0,1.0,0.0,0.0,1,0,0,0,0,0,1,0,1,0,0,Sahrawi,1.0,300.0,15000.0,1,1,NORTH AFRICA,Morocco; Mauritania,0,0,1,20,220,11.0,0.0,0,0,1,0,3,1,0,0,1,0,0,0,0,0,1,1.0,4,0,0.0,1.0,,2828.0,0.0,0,0,0.0,1,0,1,1.0,1,1,0,0,0,1,0,0,0,0,0
135,137,137EG,Grupos Antiterroristas de Liberación (GAL),Anti-Terrorist Liberation Group,GAL,1983,1987,1,4.0,4,ELIMINATE ETA,ETA,10,1,0,1,0,1,0,JOSÉ BARRIONUEVO,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,1,0,anti-communist Spaniards,0.0,10.0,10.0,0,0,WESTERN EUROPE,ETA,1,0,0,20,19,0.95,0.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,,0.0,0.0,0,0,0.0,1,0,0,0.0,1,0,0,0,0,0,0,0,1,0,0
136,138,138EH,Jamaat-ul Mujahedin Bangladesh (JMB)/Jagrata Muslim Janata Bangladesh (JMJB),Awakened Muslim Masses of Bangladesh,JMB,1998,0,0,16.0,16,ESTABLISH ISLAMIST STATE IN BANGLADESH,"BANGLADESH, PBCP",4,0,0,0,4,1,0,"MAULANA ABDUR RAHMAN (FOUNDER), SIDDIQUL ISLAM (ALIAS BANGLA BHA) ",1.0,0.0,0.0,1.0,0,1,0,0,0,0,0,1,0,0,0,Islamist Bangladeshis,1.0,8100.0,300000.0,1,0,BANGLADESH,Bangladesh; PBCP,1,0,0,422,40,0.0947867,0.0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,1,0.0,16,0,1.0,1.0,,958.0,0.0,0,1,0.0,1,0,1,0.0,0,0,6,1,0,0,1,0,0,0,0
