,revmodid,revmodcode,organization,english_translation,popular_alternative_name_or_acronym_most_recent,born,died,dead,age,duration,outcome_goal,adversary,achieve,partialsuccess,completesuccess,orderedsuccess,polcommand,nopolorgplus01,polorgplus,leader_s,leadershipdecapitation,killed,arrested,executed,separate,overthrow_takeover,empire,counterrev,reform,eliminate_expel,nsd,islamist,leftist,right,anarchist,identity_group_representation,excludedconstituentsatinception,size_year_one,size_peak,hegemonic,unifiedfront,area_of_operation,adversary.1,violent,nv,mixedapproach,as,ks,lethal,demonl,demonc,turnedviolent,ties,tiefights,sponsors,sponsorfights,west,latinamerica,mideastnafrica,africa,centraleurasia,southasia,seasia,eastasia,state,polity_year_one,polity_peak,dem_year_one,dem,autocracy,gdp_year_one,gdp,transition_to_democratic_party_politics,transitioned_from_organized_crime_to_resistance,transitioned_to_organized_crime,drugtrade,terrorism,foughtincivilwar,enteredpostcoldwar,lost_state_sponsorship,safe_haven,participates_in_negotiations,sas,sa,splinter_organization,ethnic,religious_sectarian,national,ideological,apocalyptic,fights_foreign_force
263,265,265JE,Kata'eb al-Jihad al-Islami,Islamic Jihad Brigades,,2004,2005.0,1,1.0,1.0,establish Islamist state in Iraq,Iraq; U.S.,0,0,0,0,0,1,0,[no identifiable leader],1.0,1.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,Mujahedin,1.0,10.0,10.0,0,0,Iraq,Iraq; U.S.,1,0,0,2,0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,20.0,20,1,1.0,0.0,,44695.0,0.0,0,0,0.0,1,0,1,0.0,0,0,0,0,0,0,1,0,0,0,1
264,266,266JF,al-Moutammar al-Watani al-'Iraqi,Iraqi National Congress,INC,1992,,0,22.0,22.0,establish liberal-democratic Iraq,Saddam's Iraq,2,0,0,0,16,0,1,Ahmed Chalabi,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,Pro-Democracy Iraqis,1.0,1000.0,10000.0,0,0,Iraq ,Saddam's Iraq,0,0,1,2,0,0.0,0.0,0,0,4,0,1,1,0,0,1,0,0,0,0,0,1,1.0,1,0,0.0,1.0,,1063.0,1.0,0,0,0.0,1,0,1,1.0,1,0,0,0,0,0,0,0,1,0,0
265,267,267JG,Ansar-ul Islam,Supporters of Islam,,2004,,0,10.0,10.0,take over Afridi tribe; resist Tehrik-e Taliban dominance,Lashkar-e Islam; Tehrik-e Taliban,2,0,0,0,2,1,0,Pir Saif ur-Rahman; Qazi Mehboob ul-Haq,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,1,0,0,0,Afridi tribe,0.0,1000.0,2000.0,0,0,Pakistan,Lashkar-e Islam; Tehrik-e Taliban,1,0,0,3,42,14.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0.0,0.0,,0.0,0.0,0,0,0.0,1,0,1,0.0,0,1,2,1,0,1,0,0,0,0,0
266,268,268JH,Jaish al-Tahrir al-Watani al-Libi,National Liberation Army,anti-Qadaffi rebels,2011,2012.0,1,1.0,1.0,replace Qadaffi's regime with Islamo-nationalist state,Qadaffi's Libya,10,1,0,1,4,1,0,Mustafa Abdul Jalil; Umar al-Hariri; Jalal al-Digheili,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,Islamist Libyans,1.0,17000.0,17000.0,1,1,Libya,Qadaffi's Libya,0,0,1,600,4000,6.666667,0.0,0,0,3,0,1,1,0,0,1,0,0,0,0,0,1,3.0,3,0,0.0,1.0,,9957.0,1.0,0,0,0.0,0,1,1,0.0,0,0,2,1,0,0,1,0,0,0,0
267,269,269JI,Jema'ah Ashorut Tauhid,Group of the Partisans of Monotheism,JAT,2008,,0,6.0,6.0,establish shari'a law in Indonesia,Indonesia; the West,2,0,0,0,0,1,0,Abu Bakr Bashir,1.0,0.0,1.0,0.0,0,0,1,0,0,0,0,1,0,0,0,Islamist Indonesians,1.0,1000.0,2000.0,0,0,Indonesia,Indonesia; the West,1,0,0,2,0,0.0,0.0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,18.0,18,1,1.0,0.0,,2946.0,0.0,0,1,1.0,1,0,1,0.0,0,0,2,1,1,0,1,0,0,0,0
268,270,270JJ,Jaish al-Ta'ifa al-Mansoura (JTM),Army of the Victorious Sect,JTM,2003,2006.0,1,3.0,3.0,establish Islamist state in Iraq,Iraqi-Shi'a; U.S.; the West,0,0,0,0,0,1,0,Sheik Abu Umar al-Ansari; al-Hajj Uthman al-Iraqi,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,Mujahedin,1.0,10.0,10.0,0,0,Iraq,Iraqi-Shi'a; U.S.; the West,1,0,0,5,4,0.8,0.0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,16.0,20,1,1.0,0.0,,44695.0,0.0,0,0,0.0,1,1,1,0.0,0,0,0,0,1,0,1,0,0,0,1
269,271,271JK,Turkestan Islamic Party/East Turkestan Islamic Movement (ETIM),,ETIM,1997,,0,17.0,17.0,establish independent East Turkestan,China; Central Asian states,6,0,0,0,0,1,0,Hasan Mahsum; Memetiming Memeti (aka Abdul Haq al Turkistani); Abdul Shakoor al-Turkistani; Abdallah Mansour; Abudukadir Yapuquan,1.0,1.0,0.0,0.0,1,0,0,0,0,0,1,1,0,0,0,Islamist Uyghurs,1.0,100.0,1000.0,1,1,Pakistan; China; Central Asia,China; Central Asian states,1,0,0,7,11,1.571429,0.0,0,0,5,0,1,0,0,0,0,0,0,0,0,1,1,3.0,3,0,0.0,1.0,,4428.0,0.0,0,1,1.0,1,0,1,1.0,1,0,2,1,0,0,1,0,0,0,1
270,272,272JL,Jaish Rijal al-Tariqa al-Naqshbandia (JRTN)/Free Iraq Uprising Movement (FIUM)/Supreme Command for Jihad and Liberation (SCJL),,Naqshbandia,2006,,0,8.0,8.0,establish Islamo-nationalist state in Iraq,U.S.; Iraq,10,1,0,1,12,0,1,Izzat Ibrahim al-Douri,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,Naqshbandia,1.0,1000.0,5000.0,0,0,Iraq,U.S.; Iraq,0,0,1,2,0,0.0,0.0,0,0,4,1,0,0,0,0,1,0,0,0,0,0,1,20.0,20,1,1.0,0.0,,47153.0,0.0,0,1,0.0,0,1,1,0.0,0,1,0,0,1,0,1,0,0,0,1
271,273,273JM,Mujahedin fil-'Iraq,Holy Warriors in Iraq,Mujahedin Corps in Iraq,2004,2009.0,1,5.0,5.0,establish Islamist state in Iraq,U.S.,0,0,0,0,0,1,0,[no identifiable leader],0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,1,0,0,0,Mujahedin,1.0,10.0,10.0,0,0,Iraq ,U.S.,1,0,0,2,2,1.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,20.0,20,1,1.0,0.0,,47015.0,0.0,0,0,0.0,1,0,1,0.0,0,0,0,0,0,0,1,0,0,0,1
272,274,274JN,Frente para a Libertação do Enclave de Cabinda-Renovada (FLEC-R),Front for the Liberation of the Enclave of Cabinda-Renewable,,1990,2002.0,1,12.0,12.0,establish independent Cabinda state,Angola/MPLA; Portugal,0,0,0,0,0,1,0,Jose Tiburcio Zinga Luemba; António Bento Bembe,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,0,0,0,0,Cabindans,1.0,200.0,250.0,0,0,Angola,Angola/MPLA; Portugal,1,0,0,2,21,10.5,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,3.0,7,0,0.0,1.0,,840.0,0.0,0,0,0.0,1,1,1,0.0,0,1,0,0,1,1,0,0,0,0,1
273,275,275JO,Frente Unido Andres Castro (FUAC),Andres Castro United Front ,FUAC,1995,1999.0,1,4.0,4.0,institute communism in Nicaragua; receive benefits from the government,non-communist Nicaraguans,0,0,0,0,0,1,0,[no identifiable leader],0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,1,0,0,Communist Nicaraguans,1.0,400.0,400.0,0,0,Nicaragua,non-communist Nicaraguans,1,0,0,2,3,1.5,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,,0.0,0.0,0,0,0.0,1,0,1,0.0,0,1,0,0,1,0,0,0,1,0,0
274,276,276JP,Frente Sandinista de Liberación Nacional (FSLN)/Frente de Liberación Nacional (FLN)/El Grupo de los Doce/Movimiento Pueblo Unido (MPU),Sandinista National Liberation Front,Sandinistas,1960,,0,54.0,18.0,replace Nicaraguan regime with communist state; preserve socialist state; replace Nicaraguan regime with socialist state,Nicaragua; Contras; U.S.; Honduras,16,1,1,2,18,0,1,Carlos Fonseca; Tomás Borge; Daniel Ortega,1.0,1.0,0.0,0.0,0,1,0,0,0,0,0,0,1,0,0,Communist Nicaraguans,1.0,100.0,735967.0,1,1,Nicaragua,Nicaragua; Contras; U.S.; Honduras,0,0,1,209,241,1.15311,0.0,0,0,12,0,7,1,0,1,0,0,0,0,0,0,1,2.0,2,0,0.0,1.0,,3349.0,1.0,0,0,1.0,1,1,1,1.0,0,1,0,0,0,0,0,0,1,0,1
275,277,277JQ,Movimiento de Acción Popular Unitaria (MAPU),Popular Unitary Action Movement,MAPU,1969,1994.0,1,25.0,21.0,replace Chilean regime with communist state,Chile; non-communist Chileans,0,0,0,0,2,1,0,Oscar Guillermo Garretón; Eduardo Aquevedo,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,1,0,0,Communist Chileans,1.0,500.0,500.0,0,0,Chile,Chile; non-communist Chileans,0,0,1,109,19,0.1743119,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,16.0,18,1,1.0,0.0,,3891.0,0.0,0,0,0.0,1,0,1,0.0,0,0,0,0,1,0,0,0,1,0,0
276,278,278JR,Aleph/Aum Shinrikyo/Aum Shinsen no Kai (ASNK),Supreme Truth,,1984,,0,30.0,30.0,precipitate the apocalypse,the system; Japan,2,0,0,0,4,1,0,Shoko Asahara; Fumihiro Joyu,1.0,0.0,1.0,0.0,0,0,1,0,0,0,0,0,0,0,0,Apocalytic Japanese and Russians,1.0,1000.0,45000.0,1,1,Japan; Russia,the system; Japan,1,0,0,8,20,2.5,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,20.0,20,1,1.0,0.0,,42831.0,0.0,0,1,1.0,1,0,1,0.0,0,0,0,0,0,0,0,0,1,1,0
277,279,279JS,Kitaeb Hezbollah/Jaish al-Mukhtar,Party of Allah Brigade,,2006,,0,8.0,8.0,establish revolutionary Shi'a state in Iraq,U.S.; MeK,2,0,0,0,0,1,0,Jamal Jafaar Mohammed Ali Ebrahimi (aka Abu Mahdi al-Muhandis); Wathiq al-Batat,1.0,1.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,Shi'a Islamist Iraqis,1.0,10.0,2000.0,0,0,Iraq,U.S.; MeK,1,0,0,5,0,0.0,0.0,0,0,3,0,1,0,0,0,1,0,0,0,0,0,1,20.0,20,1,1.0,0.0,,47153.0,0.0,0,1,0.0,0,1,1,0.0,1,0,0,0,1,0,1,0,0,0,1
278,280,280JT,Sexta Epanastaton,Sect of Revolutionaries,,2009,2011.0,1,2.0,2.0,topple the international system,the system; Greece,0,0,0,0,0,1,0,[leaderless],0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,1,0,0,Communists,1.0,10.0,10.0,0,0,Greece,the system; Greece,1,0,0,3,2,0.6666667,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,20.0,20,1,1.0,0.0,,28521.0,0.0,0,0,1.0,1,0,1,0.0,0,0,0,0,0,0,0,0,1,0,0
279,281,281JU,Hamas al-Iraq,Hamas of Iraq,,2007,2009.0,1,2.0,2.0,defeat foreign jihadis in Sunni areas,AQI,0,0,0,0,4,1,0,[no identifiable leader],0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,1,0,0,0,Islamist Iraqis,1.0,10.0,10.0,0,0,Iraq,AQI,1,0,0,3,2,0.6666667,0.0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,,0.0,0.0,0,0,0.0,0,0,1,0.0,0,1,0,0,1,0,1,0,0,0,0
280,282,282JV,Hizbullah/Vahdet Harekati/Ilim/Mustazaflar Harekati/Hür Dava Partisi,Kurdish Hezbollah/Turkish Hezbollah/Union Movement/Movement of the Oppressed/Free Cause Party,Kurdish Hezbollah,1983,,0,31.0,31.0,defeat PKK; establish Sunni theocracy; promote Islamism in Turkey,PKK; non-Islamist Turks,4,0,0,0,8,1,0,Hüssein Velioglu; Isa Altsoy (aka I),1.0,1.0,0.0,0.0,0,0,0,1,0,0,0,1,0,0,0,Islamist Kurds in Turkey,0.0,5000.0,120000.0,0,0,Turkey,PKK; non-Islamist Turks,0,0,1,404,509,1.259901,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,,0.0,1.0,0,0,0.0,1,0,1,0.0,0,0,0,0,1,0,1,0,0,0,0
281,283,283JW,Harakat al-Khalas al-Islami/Harakat al-Jihad al-Islami al-Eritrea/Harakat al-Islah al-Islamiyyah al-Iritri,Eritrean Islamic Jihad Movement (EIJM),EIJM,1975,2007.0,1,32.0,32.0,replace regime with Islamist state,Eritrea,0,0,0,0,0,1,0,Sheik Khalil Muhammad Amir,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,Islamist Eritreans,1.0,1000.0,1000.0,0,0,Eritrea; Ethiopia; Sudan,Eritrea,1,0,0,13,22,1.692308,0.0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,1,4.0,4,0,0.0,1.0,,403.0,0.0,0,0,0.0,1,0,1,0.0,1,0,0,0,0,0,1,0,0,0,0
282,284,284JX,Resistencia Nacional/Fuerzas Armadas de Resistencia Nacional (FARN),National Resistance Armed Forces,FARN,1975,1994.0,1,19.0,17.0,establish communist state in El Salvador,El Salvador; women's anti-terrorism movement; Guatemala; Japan; Germany; U.S.; UK,8,0,0,0,6,1,0,Ernesto Jovel; Eduardo Sancho Castañeda (aka Ferman Cienfuegos),1.0,1.0,0.0,0.0,0,1,0,0,0,0,0,0,1,0,0,Communist El Salvadorans,1.0,200.0,200.0,0,0,El Salvador,El Salvador; women's anti-terrorism movement; Guatemala; Japan; Germany; U.S.; UK,0,0,1,41,18,0.4390244,0.0,0,0,6,0,2,0,0,1,0,0,0,0,0,0,1,9.0,17,0,1.0,0.0,,1424.0,1.0,0,0,0.0,1,1,1,1.0,0,0,0,0,1,0,0,0,1,0,1
283,285,285JY,al-Jama'a al-Islamiyya al-Muqatila bi-Libya/al-Harakat al-Islamiyya al-Libya/Libyan Shield Force,Libyan Islamic Fighting Group (LIFG),LIFG,1990,,0,24.0,24.0,replace Libyan regime with Islamist state; establish Islamist state in Libya,Qadaffi's Libya,4,0,0,0,4,1,0,Abu Bakr al-Sharif; Salah Fathi bin Suleiman (aks Abu Abdelrahman al-Khattab); Ali Ammar Ashur al-Rufayi (aka Abu Laith al-Libi); Abdelhakim Belhadj (aka Abu Abdullah al-Sadiq); Ibrahim Tantoush (aka Abd al-Muhsin al-Libi),1.0,1.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,Islamist Libyans,1.0,100.0,1000.0,1,0,Libya; Afghanistan,Qadaffi's Libya,0,0,1,19,37,1.947368,0.0,0,0,10,1,1,1,0,0,1,0,0,0,0,0,1,3.0,3,0,0.0,1.0,,15150.0,1.0,0,0,0.0,1,1,1,0.0,0,0,0,1,0,0,1,0,0,0,0
284,286,286JZ,Groupe Islamique Combattant Marocain (GICM)/Harakat al-Islamiya al-Maghrebiya al-Muktila (HASM),Moroccan Islamic Combatant Group,GICM,1990,2010.0,1,20.0,20.0,replace regime with Islamist state,Morocco,0,0,0,0,2,1,0,Walbani Mohamed (aka Abu Bilal al-Albani); Mohamed el-Guerbouzi (aka Abu Issa); Noureddine Nafia; Taeb Bentizi; Abdel Karim Thami el-Mejjati,1.0,1.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,Islamists Moroccans,1.0,100.0,100.0,1,0,Morocco; Spain,Morocco,1,0,0,16,32,2.0,0.0,0,0,4,1,0,0,0,0,1,0,0,0,0,0,1,2.0,4,0,0.0,1.0,,2828.0,0.0,0,1,1.0,1,0,1,0.0,0,0,12,1,0,0,1,0,0,0,0
285,287,287KA,Unidad Revolucionaria Nacional Guatemalteca (URNG),Guatemalan National Revolutionary Unity,URNG,1982,,0,32.0,14.0,replace Guatemalan regime with socialist state; establish leftist government in Guatemala,Guatemala; foreigners,6,0,0,0,6,1,0,Ricardo Arnoldo Ramirez de Leon (aka Rolando Moran),0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,1,0,0,Leftist Guatemalans,1.0,6000.0,10000.0,1,1,Guatemala,Guatemala; foreigners,0,0,1,131,115,0.8778626,0.0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,1,5.0,13,0,0.0,1.0,,2862.0,1.0,0,0,0.0,1,1,1,0.0,0,1,0,0,0,0,0,0,1,0,1
286,288,288KB,Partido Guatemalteco del Trabajo (PGT)/Partido Comunista de Guatemala (PCG),Guatemalan Party of Labour,PGT,1949,1998.0,1,49.0,36.0,establish communist state in Guatemala/establish socialist government in Guatemala,Guatemala; foreigners,6,0,0,0,14,0,1,José Manuel Fortuny; Victor Manuel Gutierrez; Bernardo Alvarado Monzon; Huberto Alvarado Arellan; Ricardo Rosales (aka Carlos Gonzalez),1.0,1.0,0.0,0.0,0,1,0,0,0,0,0,0,1,0,0,Communist Guatemalans/Socialist Guatemalans,1.0,1000.0,1300.0,0,0,Guatemala,Guatemala; foreigners,0,0,1,23,36,1.565217,0.0,0,0,5,1,3,0,0,1,0,0,0,0,0,0,1,5.0,13,0,0.0,1.0,,1222.0,1.0,0,0,0.0,1,1,1,0.0,0,1,0,0,1,0,0,0,1,0,1
287,289,289KC,Iraultza,Revolution,,1982,1988.0,1,6.0,6.0,establish independent Trotskyite-Basque state,U.S.; Spain,0,0,0,0,0,1,0,[no identifiable leader],0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,0,1,0,0,Trotskite Basque,1.0,15.0,10.0,0,0,Spain,U.S.; Spain,1,0,0,24,0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,20.0,20,1,1.0,0.0,,20703.0,0.0,0,0,0.0,1,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1
288,290,290KD,Terror Neged Terror (TNT),Terror against Terror,TNT,1983,1984.0,1,2.0,2.0,end Palestinian terrorism,Palestinians,0,0,0,0,0,1,0,Menachem Livni [military leader]; Yehuda Etzion [political leader]; Rabbi Moshe Levinger [spiritual leader],1.0,0.0,1.0,0.0,0,0,0,0,0,1,0,0,0,1,0,Israelis,0.0,10.0,10.0,0,0,Israel; disputed territories,Palestinians,1,0,0,7,0,0.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,,0.0,0.0,0,0,0.0,1,0,0,0.0,0,0,0,0,1,0,0,1,0,0,0
289,291,291KE,Movimiento 14 de Junio (14J)/1J4,14th of June Movement,14J,1959,1960.0,1,1.0,1.0,overthrow Trujillo regime,Dominican Republic,0,0,0,0,2,1,0,Manolo Tavárez; Leandro Guzman; Minerva Mirabal; Patria Mirabal; Maria Teresa Mirabal,1.0,1.0,0.0,0.0,0,1,0,0,0,0,0,0,1,0,0,Anti-Trujillo Dominicans,1.0,300.0,300.0,1,0,Dominican Republic,Dominican Republic,0,1,0,0,0,0.0,4.0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,,1,0,0.0,1.0,,204.0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0
290,292,292KF,Frente Clara Elizabeth Ramírez (FCER),Clara Elizabeth Ramirez Front (CERF),FCER,1983,1987.0,1,4.0,4.0,establish communist state in El Salvador,U.S.; El Salvador,0,0,0,0,0,1,0,[no identifiable leader],0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,1,0,0,Communist El Salvadorans,1.0,10.0,20.0,0,0,El Salvador,U.S.; El Salvador,1,0,0,6,0,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,20.0,20,1,1.0,0.0,,18269.0,0.0,0,0,0.0,0,1,0,0.0,0,0,0,0,1,0,0,0,1,0,1
291,293,293KG,Fuerzas Populares Revolucionarias Lorenzo Zelaya (FRP-LZ)/Partido Renovación Patriótica (PRP)/Froylan Turcios Command (FTC),Lorenzo Zelaya Popular Revolutionary Forces,FRP-LZ,1978,1992.0,1,14.0,12.0,establish communist state in Honduras,Honduras; U.S.; Contras,2,0,0,0,8,1,0,Efraín Duarte Salgado,1.0,0.0,1.0,0.0,0,1,0,0,0,0,0,0,1,0,0,Communist Hondurans,1.0,25.0,300.0,0,0,Honduras,Honduras; U.S.; Contras,1,0,0,40,25,0.625,0.0,0,0,2,0,2,0,0,1,0,0,0,0,0,0,1,3.0,16,0,1.0,1.0,,926.0,1.0,0,0,0.0,1,0,1,0.0,0,0,0,0,0,0,0,0,1,0,1
292,294,294KH,Ejercito Popular de Boricua (EPB),Popular Army of Boricua,Macheteros,1976,2010.0,1,34.0,34.0,establish independent Puerto Rican state,U.S.,0,0,0,0,2,1,0,Filiberto Ojeda-Rios,1.0,1.0,0.0,0.0,1,0,0,0,0,0,1,0,0,0,0,Puerto Ricans,0.0,10.0,5700.0,1,0,United States,U.S.,1,0,0,37,6,0.1621622,0.0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,20.0,20,1,1.0,0.0,,47153.0,0.0,0,1,1.0,1,0,1,0.0,0,0,0,0,1,0,0,1,0,0,0
293,295,295KI,Frente Ricardo Franco (FRF),Ricardo Franco Front,FRF,1984,1988.0,1,4.0,4.0,establish leftist government in Colombia,Colombia; U.S.; FARC,0,0,0,0,2,1,0,José Fedor Rey Alvarez (aka Javier Delgado); Hernando Pizarro Leon-Gómez,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,1,0,0,Leftist Colombians,1.0,250.0,100.0,0,0,Colombia,Colombia; U.S.; FARC,1,0,0,63,69,1.095238,0.0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,1,18.0,18,1,1.0,0.0,,1303.0,0.0,0,0,0.0,1,1,0,0.0,0,0,0,0,1,0,0,0,1,0,1
294,296,296KJ,Dal Khalsa/National Council of Khalistan (NCK),,,1972,,0,42.0,36.0,establish independent Khalistan,India,2,0,0,0,4,1,0,Gurbachan Singh Manochahal,1.0,1.0,0.0,0.0,1,0,0,0,0,0,1,0,0,0,0,Sikhs,1.0,200.0,200.0,1,0,India,India,0,0,1,5,13,2.6,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,18.0,19,1,1.0,0.0,,1489.0,1.0,0,0,0.0,1,0,1,0.0,0,0,0,0,0,0,1,0,0,0,0
295,297,297KK,Khalistan Armed Force/Dashmesh Regiment,,,1982,1987.0,1,5.0,5.0,establish independent Khalistan,India,0,0,0,0,0,1,0,Maj. Gen. Shaheg Singh; Sant Jarnail Singh,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,0,0,0,0,Sikhs,1.0,50.0,200.0,1,0,India,India,1,0,0,10,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,18.0,18,1,1.0,0.0,,337.0,0.0,0,0,0.0,1,0,0,0.0,0,1,0,0,0,0,1,0,0,0,0
296,298,298KL,Fuerzas Armadas de Liberacion Nacional (FALN),Armed Forces of National Liberation ,FALN,1974,1983.0,1,9.0,9.0,establish socialist-Puerto Rican state,U.S.,0,0,0,0,2,1,0,Carlos Alberto Torres; Filiberto Ojeda Ríos ,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,0,1,0,0,Socialist Puerto Ricans,0.0,10.0,45.0,1,0,United States,U.S.,1,0,0,131,7,0.0534351,0.0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,20.0,20,1,1.0,0.0,,15000.0,0.0,0,1,0.0,1,0,0,0.0,0,1,0,0,0,0,0,0,1,0,0
297,299,299KM,Bozkurtlar/Ülkü Ocaklari/Millyetçi Hareket Partisi (MHP)/Federatie van Turkse Verenigingen in Nederland,Grey Wolves,,1974,,0,40.0,26.0,defeat anti-Turkish movements in Turkey,PKK; ASALA; Armenia; Catholics,10,1,0,1,10,0,1,Alparslan Türkes; Devlet Bahçeli,0.0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,0,1,0,Ultranationalist Turks,0.0,1000.0,300000.0,0,0,Turkey; Europe,PKK; ASALA; Armenia; Catholics,0,0,1,753,881,1.169987,0.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,,0.0,0.0,0,1,1.0,1,0,1,1.0,0,0,0,0,0,0,0,1,0,0,1
298,300,300KN,Movimiento Nacionalista Cubano/Omega-7,Cuban Nationalist Movement,,1963,1983.0,1,20.0,20.0,replace communist regime in Cuba with liberal-democracy,Cuba,0,0,0,0,0,1,0,Eduardo Arocena ,1.0,0.0,1.0,0.0,0,0,0,1,0,0,0,0,0,1,0,Pro-Democracy Cubans,1.0,10.0,10.0,1,0,United States,Cuba,1,0,0,57,4,0.0701754,0.0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,1,3.0,3,0,0.0,1.0,,2232.0,0.0,1,0,1.0,1,0,0,1.0,1,0,0,0,0,0,0,0,1,0,0
299,301,301KO,United Freedom Front (UFF)/Sam Melville-Jonathan Jackson Unit,,UFF,1974,1984.0,1,10.0,10.0,precipiate communist revolution in the U.S.,U.S.,0,0,0,0,2,1,0,Raymond Luc Levasseur,1.0,0.0,1.0,0.0,0,1,0,0,0,0,0,0,1,0,0,Communist Americans,1.0,10.0,10.0,0,0,United States,U.S.,1,0,0,29,0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,20.0,20,1,1.0,0.0,,16539.0,0.0,0,0,0.0,1,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0
300,302,302KP,All Burma Students' Democratic Front (ABSDF)/Vigorous Burmese Student Warriors (VBSW),,ABSDF,1988,,0,26.0,26.0,topple Myanmar regime,Myanmar,4,0,0,0,4,1,0,U Than Khe,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,Anti-Regime Burmese,1.0,100.0,300.0,1,1,Burma; Thailand,Myanmar,0,0,1,7,2,0.2857143,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2.0,7,0,0.0,1.0,,0.0,0.0,0,0,0.0,1,0,1,0.0,0,1,0,0,0,0,0,0,1,0,0
301,303,303KQ,Alpha 66,,,1961,,0,53.0,53.0,replace communist regime in Cuba with liberal-democracy,Cuba,2,0,0,0,0,1,0,Antonio Veciana Blanch; Andrés Nazario Sargen; Humberto Perez Alvarado,1.0,0.0,1.0,0.0,0,0,0,1,0,0,0,0,0,1,0,Pro-Democracy Cubans,1.0,66.0,10.0,1,0,United States; Cuba,Cuba,0,0,1,6,1,0.1666667,0.0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,2.0,3,0,0.0,1.0,,5397.0,0.0,0,0,0.0,1,0,1,1.0,1,0,0,0,0,0,0,0,1,0,0
